uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,COVID,VIA_PUBLICA,"30 - 39",M,1
MG,INDETERMINADA,DOMICILIO,"30 - 39",F,10
MG,INDETERMINADA,DOMICILIO,"30 - 39",M,21
MG,INDETERMINADA,HOSPITAL,"30 - 39",F,5
MG,INDETERMINADA,HOSPITAL,"30 - 39",M,10
MG,INDETERMINADA,IGNORADO,"30 - 39",M,3
MG,INDETERMINADA,OUTRO,"30 - 39",F,2
MG,INDETERMINADA,OUTRO,"30 - 39",M,3
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
MG,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,4
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,13
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,48
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,58
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
MG,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MG,PNEUMONIA,DOMICILIO,"30 - 39",M,3
MG,PNEUMONIA,HOSPITAL,"30 - 39",F,47
MG,PNEUMONIA,HOSPITAL,"30 - 39",M,99
MG,PNEUMONIA,IGNORADO,"30 - 39",F,1
MG,PNEUMONIA,IGNORADO,"30 - 39",M,2
MG,PNEUMONIA,OUTRO,"30 - 39",F,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
MG,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
MG,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
MG,SEPTICEMIA,HOSPITAL,"30 - 39",F,103
MG,SEPTICEMIA,HOSPITAL,"30 - 39",M,160
MG,SEPTICEMIA,IGNORADO,"30 - 39",F,1
MG,SEPTICEMIA,IGNORADO,"30 - 39",M,2
MG,SEPTICEMIA,OUTRO,"30 - 39",M,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
MG,SRAG,DOMICILIO,"30 - 39",F,1
MG,SRAG,HOSPITAL,"30 - 39",F,8
MG,SRAG,HOSPITAL,"30 - 39",M,15
MG,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
MG,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MS,OUTRAS,DOMICILIO,"30 - 39",F,17
MS,OUTRAS,DOMICILIO,"30 - 39",M,43
MS,OUTRAS,HOSPITAL,"30 - 39",F,59
MS,OUTRAS,HOSPITAL,"30 - 39",M,62
MS,OUTRAS,OUTRO,"30 - 39",F,5
MS,OUTRAS,OUTRO,"30 - 39",M,17
MS,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
MS,OUTRAS,POSTO_SAUDE,"30 - 39",M,1
MS,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
MS,OUTRAS,VIA_PUBLICA,"30 - 39",M,23
MS,COVID,DOMICILIO,"30 - 39",F,1
MS,COVID,DOMICILIO,"30 - 39",M,2
MS,COVID,HOSPITAL,"30 - 39",F,154
MS,COVID,HOSPITAL,"30 - 39",M,221
MS,COVID,POSTO_SAUDE,"30 - 39",F,1
MS,INDETERMINADA,DOMICILIO,"30 - 39",F,2
MS,INDETERMINADA,DOMICILIO,"30 - 39",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,12
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,4
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
MS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MS,PNEUMONIA,DOMICILIO,"30 - 39",M,3
MS,PNEUMONIA,HOSPITAL,"30 - 39",F,16
MS,PNEUMONIA,HOSPITAL,"30 - 39",M,27
MS,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
MS,SEPTICEMIA,HOSPITAL,"30 - 39",F,23
MS,SEPTICEMIA,HOSPITAL,"30 - 39",M,21
MS,SRAG,HOSPITAL,"30 - 39",F,2
MS,SRAG,HOSPITAL,"30 - 39",M,3
MT,OUTRAS,DOMICILIO,"30 - 39",F,5
MT,OUTRAS,DOMICILIO,"30 - 39",M,16
MT,OUTRAS,HOSPITAL,"30 - 39",F,33
MT,OUTRAS,HOSPITAL,"30 - 39",M,47
MT,OUTRAS,IGNORADO,"30 - 39",F,34
MT,OUTRAS,IGNORADO,"30 - 39",M,94
MT,OUTRAS,OUTRO,"30 - 39",F,5
MT,OUTRAS,OUTRO,"30 - 39",M,9
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MT,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
MT,OUTRAS,VIA_PUBLICA,"30 - 39",M,20
MT,COVID,AMBULANCIA,"30 - 39",M,1
MT,COVID,DOMICILIO,"30 - 39",M,2
MT,COVID,HOSPITAL,"30 - 39",F,101
MT,COVID,HOSPITAL,"30 - 39",M,147
MT,COVID,IGNORADO,"30 - 39",F,67
MT,COVID,IGNORADO,"30 - 39",M,134
MT,COVID,OUTRO,"30 - 39",F,3
MT,COVID,OUTRO,"30 - 39",M,2
MT,COVID,VIA_PUBLICA,"30 - 39",F,1
MT,INDETERMINADA,IGNORADO,"30 - 39",F,4
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,3
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,7
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MT,PNEUMONIA,HOSPITAL,"30 - 39",F,8
MT,PNEUMONIA,HOSPITAL,"30 - 39",M,13
MT,PNEUMONIA,IGNORADO,"30 - 39",F,9
MT,PNEUMONIA,IGNORADO,"30 - 39",M,6
MT,PNEUMONIA,OUTRO,"30 - 39",F,1
MT,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
MT,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
MT,SEPTICEMIA,HOSPITAL,"30 - 39",M,8
MT,SEPTICEMIA,IGNORADO,"30 - 39",F,13
MT,SEPTICEMIA,IGNORADO,"30 - 39",M,11
PA,OUTRAS,DOMICILIO,"30 - 39",F,42
PA,OUTRAS,DOMICILIO,"30 - 39",M,58
PA,OUTRAS,HOSPITAL,"30 - 39",F,77
PA,OUTRAS,HOSPITAL,"30 - 39",M,109
PA,OUTRAS,IGNORADO,"30 - 39",M,2
PA,OUTRAS,OUTRO,"30 - 39",F,7
PA,OUTRAS,OUTRO,"30 - 39",M,44
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PA,OUTRAS,VIA_PUBLICA,"30 - 39",F,11
PA,OUTRAS,VIA_PUBLICA,"30 - 39",M,48
PA,COVID,AMBULANCIA,"30 - 39",M,1
PA,COVID,DOMICILIO,"30 - 39",F,1
PA,COVID,DOMICILIO,"30 - 39",M,2
PA,COVID,HOSPITAL,"30 - 39",F,105
PA,COVID,HOSPITAL,"30 - 39",M,171
PA,COVID,OUTRO,"30 - 39",F,1
PA,COVID,OUTRO,"30 - 39",M,2
PA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
PA,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PA,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PA,INDETERMINADA,OUTRO,"30 - 39",M,1
PA,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,25
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,26
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PA,PNEUMONIA,DOMICILIO,"30 - 39",F,3
PA,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PA,PNEUMONIA,HOSPITAL,"30 - 39",F,25
PA,PNEUMONIA,HOSPITAL,"30 - 39",M,29
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PA,SEPTICEMIA,HOSPITAL,"30 - 39",F,37
PA,SEPTICEMIA,HOSPITAL,"30 - 39",M,44
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PA,SRAG,HOSPITAL,"30 - 39",F,5
PA,SRAG,HOSPITAL,"30 - 39",M,3
PA,SRAG,OUTRO,"30 - 39",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,OUTRAS,DOMICILIO,"30 - 39",F,25
PB,OUTRAS,DOMICILIO,"30 - 39",M,60
PB,OUTRAS,HOSPITAL,"30 - 39",F,54
PB,OUTRAS,HOSPITAL,"30 - 39",M,93
PB,OUTRAS,IGNORADO,"30 - 39",M,2
PB,OUTRAS,OUTRO,"30 - 39",F,3
PB,OUTRAS,OUTRO,"30 - 39",M,15
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PB,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
PB,OUTRAS,VIA_PUBLICA,"30 - 39",M,23
PB,COVID,DOMICILIO,"30 - 39",M,6
PB,COVID,HOSPITAL,"30 - 39",F,131
PB,COVID,HOSPITAL,"30 - 39",M,201
PB,COVID,OUTRO,"30 - 39",F,1
PB,COVID,OUTRO,"30 - 39",M,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PB,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PB,INDETERMINADA,DOMICILIO,"30 - 39",M,3
PB,INDETERMINADA,HOSPITAL,"30 - 39",M,2
PB,INDETERMINADA,OUTRO,"30 - 39",M,2
PB,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
PB,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,7
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,12
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,19
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PB,PNEUMONIA,HOSPITAL,"30 - 39",F,10
PB,PNEUMONIA,HOSPITAL,"30 - 39",M,35
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
PB,SEPTICEMIA,HOSPITAL,"30 - 39",F,23
PB,SEPTICEMIA,HOSPITAL,"30 - 39",M,35
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,SRAG,HOSPITAL,"30 - 39",F,1
PB,SRAG,HOSPITAL,"30 - 39",M,3
PE,OUTRAS,DOMICILIO,"30 - 39",F,68
PE,OUTRAS,DOMICILIO,"30 - 39",M,146
PE,OUTRAS,HOSPITAL,"30 - 39",F,170
PE,OUTRAS,HOSPITAL,"30 - 39",M,264
PE,OUTRAS,IGNORADO,"30 - 39",F,1
PE,OUTRAS,IGNORADO,"30 - 39",M,11
PE,OUTRAS,OUTRO,"30 - 39",F,6
PE,OUTRAS,OUTRO,"30 - 39",M,67
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,23
PE,OUTRAS,VIA_PUBLICA,"30 - 39",F,15
PE,OUTRAS,VIA_PUBLICA,"30 - 39",M,131
PE,COVID,DOMICILIO,"30 - 39",F,2
PE,COVID,DOMICILIO,"30 - 39",M,1
PE,COVID,HOSPITAL,"30 - 39",F,215
PE,COVID,HOSPITAL,"30 - 39",M,278
PE,COVID,IGNORADO,"30 - 39",F,1
PE,COVID,OUTRO,"30 - 39",M,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
PE,COVID,VIA_PUBLICA,"30 - 39",F,3
PE,COVID,VIA_PUBLICA,"30 - 39",M,1
PE,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PE,INDETERMINADA,DOMICILIO,"30 - 39",M,5
PE,INDETERMINADA,HOSPITAL,"30 - 39",F,4
PE,INDETERMINADA,HOSPITAL,"30 - 39",M,8
PE,INDETERMINADA,OUTRO,"30 - 39",M,2
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,7
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,25
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,21
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PE,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PE,PNEUMONIA,DOMICILIO,"30 - 39",M,1
PE,PNEUMONIA,HOSPITAL,"30 - 39",F,24
PE,PNEUMONIA,HOSPITAL,"30 - 39",M,44
PE,PNEUMONIA,IGNORADO,"30 - 39",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,3
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,83
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,100
PE,SEPTICEMIA,IGNORADO,"30 - 39",M,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,SRAG,DOMICILIO,"30 - 39",M,5
PE,SRAG,HOSPITAL,"30 - 39",F,25
PE,SRAG,HOSPITAL,"30 - 39",M,53
PE,SRAG,IGNORADO,"30 - 39",F,1
PE,SRAG,OUTRO,"30 - 39",M,1
PE,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PE,SRAG,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,DOMICILIO,"30 - 39",F,16
PI,OUTRAS,DOMICILIO,"30 - 39",M,30
PI,OUTRAS,HOSPITAL,"30 - 39",F,21
PI,OUTRAS,HOSPITAL,"30 - 39",M,34
PI,OUTRAS,OUTRO,"30 - 39",F,1
PI,OUTRAS,OUTRO,"30 - 39",M,8
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PI,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,7
PI,COVID,DOMICILIO,"30 - 39",M,1
PI,COVID,HOSPITAL,"30 - 39",F,42
PI,COVID,HOSPITAL,"30 - 39",M,77
PI,COVID,IGNORADO,"30 - 39",M,1
PI,COVID,OUTRO,"30 - 39",M,2
PI,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,10
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,9
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",M,1
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,6
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,5
PI,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,12
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,10
PI,SRAG,HOSPITAL,"30 - 39",F,1
PI,SRAG,HOSPITAL,"30 - 39",M,2
PR,OUTRAS,DOMICILIO,"30 - 39",F,47
PR,OUTRAS,DOMICILIO,"30 - 39",M,172
PR,OUTRAS,HOSPITAL,"30 - 39",F,156
PR,OUTRAS,HOSPITAL,"30 - 39",M,244
PR,OUTRAS,IGNORADO,"30 - 39",M,1
PR,OUTRAS,OUTRO,"30 - 39",F,12
PR,OUTRAS,OUTRO,"30 - 39",M,97
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,22
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,14
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,111
PR,COVID,DOMICILIO,"30 - 39",F,4
PR,COVID,DOMICILIO,"30 - 39",M,15
PR,COVID,HOSPITAL,"30 - 39",F,473
PR,COVID,HOSPITAL,"30 - 39",M,797
PR,COVID,OUTRO,"30 - 39",F,7
PR,COVID,OUTRO,"30 - 39",M,13
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,13
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,23
PR,COVID,VIA_PUBLICA,"30 - 39",F,1
PR,COVID,VIA_PUBLICA,"30 - 39",M,1
PR,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,4
PR,INDETERMINADA,HOSPITAL,"30 - 39",F,2
PR,INDETERMINADA,OUTRO,"30 - 39",M,2
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,3
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,17
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,33
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,31
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,49
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PR,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,55
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,71
PR,SEPTICEMIA,OUTRO,"30 - 39",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PR,SRAG,HOSPITAL,"30 - 39",F,9
PR,SRAG,HOSPITAL,"30 - 39",M,10
RJ,OUTRAS,DOMICILIO,"30 - 39",F,94
RJ,OUTRAS,DOMICILIO,"30 - 39",M,174
RJ,OUTRAS,HOSPITAL,"30 - 39",F,354
RJ,OUTRAS,HOSPITAL,"30 - 39",M,458
RJ,OUTRAS,IGNORADO,"30 - 39",F,2
RJ,OUTRAS,IGNORADO,"30 - 39",M,1
RJ,OUTRAS,OUTRO,"30 - 39",F,17
RJ,OUTRAS,OUTRO,"30 - 39",M,75
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,80
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,119
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,68
RJ,COVID,DOMICILIO,"30 - 39",F,2
RJ,COVID,HOSPITAL,"30 - 39",F,496
RJ,COVID,HOSPITAL,"30 - 39",I,1
RJ,COVID,HOSPITAL,"30 - 39",M,689
RJ,COVID,IGNORADO,"30 - 39",M,2
RJ,COVID,OUTRO,"30 - 39",M,2
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,34
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,47
RJ,COVID,VIA_PUBLICA,"30 - 39",F,1
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,6
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,11
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,3
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,10
RJ,INDETERMINADA,OUTRO,"30 - 39",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,44
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,50
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,65
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,104
RJ,PNEUMONIA,IGNORADO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,20
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,2
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,116
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,134
RJ,SEPTICEMIA,OUTRO,"30 - 39",F,1
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,11
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,22
RJ,SRAG,HOSPITAL,"30 - 39",F,17
RJ,SRAG,HOSPITAL,"30 - 39",I,1
RJ,SRAG,HOSPITAL,"30 - 39",M,15
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RN,OUTRAS,DOMICILIO,"30 - 39",F,10
RN,OUTRAS,DOMICILIO,"30 - 39",M,32
RN,OUTRAS,HOSPITAL,"30 - 39",F,38
RN,OUTRAS,HOSPITAL,"30 - 39",M,53
RN,OUTRAS,IGNORADO,"30 - 39",F,1
RN,OUTRAS,IGNORADO,"30 - 39",M,1
RN,OUTRAS,OUTRO,"30 - 39",M,4
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,29
RN,COVID,DOMICILIO,"30 - 39",F,1
RN,COVID,DOMICILIO,"30 - 39",M,3
RN,COVID,HOSPITAL,"30 - 39",F,103
RN,COVID,HOSPITAL,"30 - 39",M,121
RN,COVID,IGNORADO,"30 - 39",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RN,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RN,INDETERMINADA,OUTRO,"30 - 39",F,1
RN,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,4
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,11
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,3
RN,PNEUMONIA,DOMICILIO,"30 - 39",M,2
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,5
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,14
